rank,name,catalogue,candidate_rank,x,y,score,peak
76,NGC1291,weak_Gaia,18,610.90816979726,774.9045642322258,0.13602817553498772,30.959623877948417
76,NGC1291,weak_Gaia,19,648.0367347524152,976.7121625985365,0.10039198427695316,15.362779752124654
76,NGC1291,weak_Gaia,20,927.555232106102,637.9706985081838,0.07518241077342971,4.465606110739128
76,NGC1291,weak_Gaia,21,820.9808052033451,1028.6930528964156,0.05832239871501279,30.52567377291318
76,NGC1291,weak_Gaia,22,842.0163974764077,1029.2822995190356,0.056973709580361055,7.564511308255832
76,NGC1291,weak_Gaia,23,685.4748241439445,697.7364738934135,0.041489554518667156,28.336591648950254
76,NGC1291,weak_Gaia,24,730.4792486577716,705.7007974996842,0.02768289850877615,11.275601048964951
76,NGC1291,weak_Gaia,25,828.6657120266995,1001.9912444368981,0.0018219912649998537,2.7938287568653686
77,NGC0210,2MASS,1,376.95921405908,689.5334129144602,1.964079295726303,2074.8708884902426
77,NGC0210,2MASS,2,375.4891498709428,857.5716171550733,1.487663700630177,1520.4346211164413
77,NGC0210,2MASS,3,340.8539147666153,917.4536022926828,1.2998118557989953,833.3413687478728
77,NGC0210,2MASS,4,413.08033728804804,581.5244180931837,0.9962308513811117,380.3469741782905
77,NGC0210,2MASS,5,365.49193738115,659.2936178082772,0.4870145607715164,192.38486744021532
77,NGC0210,2MASS,6,135.51566752248823,687.7840708767103,0.3123277325253642,79.19891154288085
77,NGC0210,weak_Gaia,1,412.78723470980805,581.1118953484884,0.26711773645793513,380.3469741782905
